,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
207,New thing (Prod. ZICO) (Feat. Homies),0.775,0.865,1,-2.015,1,0.307,0.0453,0.0,0.261,0.663,175.12,audio_features,5mdWIwsJAzR97ShGkt8gcR,spotify:track:5mdWIwsJAzR97ShGkt8gcR,https://api.spotify.com/v1/tracks/5mdWIwsJAzR97ShGkt8gcR,https://api.spotify.com/v1/audio-analysis/5mdWIwsJAzR97ShGkt8gcR,147427,4
208,Cool Patrol,0.673,0.816,8,-4.672,1,0.0834,0.0815,6.14e-06,0.172,0.965,129.945,audio_features,4TjMv9HayaUFKaU6eIlcCY,spotify:track:4TjMv9HayaUFKaU6eIlcCY,https://api.spotify.com/v1/tracks/4TjMv9HayaUFKaU6eIlcCY,https://api.spotify.com/v1/audio-analysis/4TjMv9HayaUFKaU6eIlcCY,197360,4
209,You've Changed,0.596,0.777,0,-3.806,1,0.0419,0.147,0.0,0.187,0.614,87.0,audio_features,1j7SVy4sTWK2cMX6GuKoea,spotify:track:1j7SVy4sTWK2cMX6GuKoea,https://api.spotify.com/v1/tracks/1j7SVy4sTWK2cMX6GuKoea,https://api.spotify.com/v1/audio-analysis/1j7SVy4sTWK2cMX6GuKoea,256827,4
210,All Eyes On Me,0.779,0.646,8,-5.884,0,0.0388,0.026,2.66e-05,0.0943,0.628,110.048,audio_features,2YXswOX5aKv6OHRKUcAMLQ,spotify:track:2YXswOX5aKv6OHRKUcAMLQ,https://api.spotify.com/v1/tracks/2YXswOX5aKv6OHRKUcAMLQ,https://api.spotify.com/v1/audio-analysis/2YXswOX5aKv6OHRKUcAMLQ,163523,4
211,NY pt. 2,0.572,0.674,1,-9.387,0,0.0473,0.00433,0.575,0.125,0.459,129.976,audio_features,2DpDP8ZoqIoVjzetMuxbEH,spotify:track:2DpDP8ZoqIoVjzetMuxbEH,https://api.spotify.com/v1/tracks/2DpDP8ZoqIoVjzetMuxbEH,https://api.spotify.com/v1/audio-analysis/2DpDP8ZoqIoVjzetMuxbEH,181278,4
212,UGH!,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,audio_features,2QZe2H1f03t5PJWEMg2Mbe,spotify:track:2QZe2H1f03t5PJWEMg2Mbe,https://api.spotify.com/v1/tracks/2QZe2H1f03t5PJWEMg2Mbe,https://api.spotify.com/v1/audio-analysis/2QZe2H1f03t5PJWEMg2Mbe,225012,4
213,Rain On Me (with Ariana Grande),0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,7ju97lgwC2rKQ6wwsf9no9,spotify:track:7ju97lgwC2rKQ6wwsf9no9,https://api.spotify.com/v1/tracks/7ju97lgwC2rKQ6wwsf9no9,https://api.spotify.com/v1/audio-analysis/7ju97lgwC2rKQ6wwsf9no9,182200,4
214,Smells Like Teen Spirit,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4
215,Champagne Problems,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,audio_features,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,https://api.spotify.com/v1/tracks/0sY6ZUTh4yoctD8VIXz339,https://api.spotify.com/v1/audio-analysis/0sY6ZUTh4yoctD8VIXz339,244000,4
216,Ek Main Aur Ekk Tu,0.77,0.666,4,-7.232,0,0.0608,0.0406,4.1e-06,0.183,0.74,136.004,audio_features,4UDFr3P1lRS6seQfmzCjz7,spotify:track:4UDFr3P1lRS6seQfmzCjz7,https://api.spotify.com/v1/tracks/4UDFr3P1lRS6seQfmzCjz7,https://api.spotify.com/v1/audio-analysis/4UDFr3P1lRS6seQfmzCjz7,261878,4
217,Mahiye Jinna Sohna,0.567,0.54,1,-5.754,1,0.0406,0.736,3.17e-05,0.164,0.331,92.027,audio_features,2ncqKdTj6dz7tWoTMMrAtq,spotify:track:2ncqKdTj6dz7tWoTMMrAtq,https://api.spotify.com/v1/tracks/2ncqKdTj6dz7tWoTMMrAtq,https://api.spotify.com/v1/audio-analysis/2ncqKdTj6dz7tWoTMMrAtq,181250,4
218,Let's Nacho,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,audio_features,4mQpBIJKBpd8lcrtZ73SP8,spotify:track:4mQpBIJKBpd8lcrtZ73SP8,https://api.spotify.com/v1/tracks/4mQpBIJKBpd8lcrtZ73SP8,https://api.spotify.com/v1/audio-analysis/4mQpBIJKBpd8lcrtZ73SP8,215076,4
219,Hair,0.713,0.801,7,-5.781,1,0.0483,0.00628,1.5e-06,0.825,0.727,153.984,audio_features,28STRBEo3Gp4EthtSk4MGW,spotify:track:28STRBEo3Gp4EthtSk4MGW,https://api.spotify.com/v1/tracks/28STRBEo3Gp4EthtSk4MGW,https://api.spotify.com/v1/audio-analysis/28STRBEo3Gp4EthtSk4MGW,235127,4
220,Con Calma,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,audio_features,5w9c2J52mkdntKOmRLeM2m,spotify:track:5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,193227,4
221,Agar Tum Saath Ho,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,audio_features,3hkC9EHFZNQPXrtl8WPHnX,spotify:track:3hkC9EHFZNQPXrtl8WPHnX,https://api.spotify.com/v1/tracks/3hkC9EHFZNQPXrtl8WPHnX,https://api.spotify.com/v1/audio-analysis/3hkC9EHFZNQPXrtl8WPHnX,341055,4
222,Tu Aake Dekhle,0.85,0.445,11,-8.677,1,0.102,0.445,0.0,0.0919,0.401,96.928,audio_features,48JaMVwmAZ59btZi0LhwGR,spotify:track:48JaMVwmAZ59btZi0LhwGR,https://api.spotify.com/v1/tracks/48JaMVwmAZ59btZi0LhwGR,https://api.spotify.com/v1/audio-analysis/48JaMVwmAZ59btZi0LhwGR,263467,4
223,Feel This Moment (feat. Christina Aguilera),0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,229507,4
224,Rainy Days,0.633,0.454,9,-8.016,0,0.0875,0.739,0.0,0.148,0.282,74.828,audio_features,5ydjxBSUIDn26MFzU3asP4,spotify:track:5ydjxBSUIDn26MFzU3asP4,https://api.spotify.com/v1/tracks/5ydjxBSUIDn26MFzU3asP4,https://api.spotify.com/v1/audio-analysis/5ydjxBSUIDn26MFzU3asP4,179560,4
225,P.O.P (Piece Of Peace) Pt. 1,0.547,0.844,6,-5.294,1,0.0865,0.0066,2.32e-06,0.0604,0.666,175.814,audio_features,78GQP9XBSqpEDlMoPAbUAJ,spotify:track:78GQP9XBSqpEDlMoPAbUAJ,https://api.spotify.com/v1/tracks/78GQP9XBSqpEDlMoPAbUAJ,https://api.spotify.com/v1/audio-analysis/78GQP9XBSqpEDlMoPAbUAJ,181113,4
226,Sweetest Pie,0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,audio_features,7mFj0LlWtEJaEigguaWqYh,spotify:track:7mFj0LlWtEJaEigguaWqYh,https://api.spotify.com/v1/tracks/7mFj0LlWtEJaEigguaWqYh,https://api.spotify.com/v1/audio-analysis/7mFj0LlWtEJaEigguaWqYh,201334,4
227,We Built This City,0.605,0.859,5,-5.289,1,0.0463,0.00629,0.0,0.117,0.583,143.977,audio_features,5gJIRr71frzJLYgoAd60JY,spotify:track:5gJIRr71frzJLYgoAd60JY,https://api.spotify.com/v1/tracks/5gJIRr71frzJLYgoAd60JY,https://api.spotify.com/v1/audio-analysis/5gJIRr71frzJLYgoAd60JY,278916,4
228,Ready Steady Po,0.826,0.905,0,-4.395,0,0.0998,0.0207,0.0229,0.185,0.706,130.057,audio_features,5j957NAsZwHoZfH0nLbmp0,spotify:track:5j957NAsZwHoZfH0nLbmp0,https://api.spotify.com/v1/tracks/5j957NAsZwHoZfH0nLbmp0,https://api.spotify.com/v1/audio-analysis/5j957NAsZwHoZfH0nLbmp0,206927,4
229,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",0.827,0.717,11,-7.755,0,0.111,0.0908,0.000523,0.0511,0.772,123.987,audio_features,2vkNA9I029dTwX0y6d59Sc,spotify:track:2vkNA9I029dTwX0y6d59Sc,https://api.spotify.com/v1/tracks/2vkNA9I029dTwX0y6d59Sc,https://api.spotify.com/v1/audio-analysis/2vkNA9I029dTwX0y6d59Sc,209032,4
230,Metal Beat,0.543,0.987,1,-6.159,1,0.0538,4.06e-06,0.873,0.0667,0.207,119.969,audio_features,4bdsHmYYUBNATfC5UG6P0K,spotify:track:4bdsHmYYUBNATfC5UG6P0K,https://api.spotify.com/v1/tracks/4bdsHmYYUBNATfC5UG6P0K,https://api.spotify.com/v1/audio-analysis/4bdsHmYYUBNATfC5UG6P0K,116000,4
231,Don't Call Me Up,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,audio_features,5WHTFyqSii0lmT9R21abT8,spotify:track:5WHTFyqSii0lmT9R21abT8,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,178480,4
232,Gasolina,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,audio_features,228BxWXUYQPJrJYHDLOHkj,spotify:track:228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/tracks/228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/audio-analysis/228BxWXUYQPJrJYHDLOHkj,192600,4
233,greedy,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1
234,The Greatest,0.639,0.785,10,-6.167,0,0.174,0.0174,0.00107,0.0512,0.686,191.95,audio_features,6bLopGnirdrilrpdVB6Um1,spotify:track:6bLopGnirdrilrpdVB6Um1,https://api.spotify.com/v1/tracks/6bLopGnirdrilrpdVB6Um1,https://api.spotify.com/v1/audio-analysis/6bLopGnirdrilrpdVB6Um1,210920,4
235,Rude Boy - Chew Fu Bumbaclot Fix Radio Edit,0.66,0.753,11,-5.687,1,0.0452,0.00479,0.017,0.121,0.783,129.911,audio_features,39UwQmvdcwuY4oUsv6C71x,spotify:track:39UwQmvdcwuY4oUsv6C71x,https://api.spotify.com/v1/tracks/39UwQmvdcwuY4oUsv6C71x,https://api.spotify.com/v1/audio-analysis/39UwQmvdcwuY4oUsv6C71x,246720,4
236,Atmospheric Ignition,0.34,0.17,1,-22.584,1,0.037,0.883,0.817,0.0945,0.0413,120.849,audio_features,7vUB7kOvxR9UyL2XOPFo0v,spotify:track:7vUB7kOvxR9UyL2XOPFo0v,https://api.spotify.com/v1/tracks/7vUB7kOvxR9UyL2XOPFo0v,https://api.spotify.com/v1/audio-analysis/7vUB7kOvxR9UyL2XOPFo0v,208840,3
237,Alone,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,audio_features,0bMbDctzMmTyK2j74j3nF3,spotify:track:0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/tracks/0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/audio-analysis/0bMbDctzMmTyK2j74j3nF3,179053,4
238,I Mean It (feat. Remo),0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,audio_features,6jmTHeoWvBaSrwWttr8Xvu,spotify:track:6jmTHeoWvBaSrwWttr8Xvu,https://api.spotify.com/v1/tracks/6jmTHeoWvBaSrwWttr8Xvu,https://api.spotify.com/v1/audio-analysis/6jmTHeoWvBaSrwWttr8Xvu,236480,4
239,Calm Down,0.538,0.624,11,-8.794,1,0.325,0.000175,2.2e-06,0.117,0.409,102.346,audio_features,7xq3uN2toVZ8IbNzfTucyJ,spotify:track:7xq3uN2toVZ8IbNzfTucyJ,https://api.spotify.com/v1/tracks/7xq3uN2toVZ8IbNzfTucyJ,https://api.spotify.com/v1/audio-analysis/7xq3uN2toVZ8IbNzfTucyJ,127427,4
240,Lock Me Up,0.687,0.857,0,-6.31,0,0.034,0.0852,0.0,0.467,0.68,94.011,audio_features,72I5gb06T9KIESon4AWY8S,spotify:track:72I5gb06T9KIESon4AWY8S,https://api.spotify.com/v1/tracks/72I5gb06T9KIESon4AWY8S,https://api.spotify.com/v1/audio-analysis/72I5gb06T9KIESon4AWY8S,209627,4
241,Chantaje (feat. Maluma),0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,audio_features,6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,195840,4
242,Dance The Night - From Barbie The Album,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4
243,O Mere Dil Ke Chain,0.434,0.551,9,-8.396,0,0.0307,0.658,0.0,0.0749,0.582,110.23,audio_features,71hanKncfyBt0Yi66LRUYm,spotify:track:71hanKncfyBt0Yi66LRUYm,https://api.spotify.com/v1/tracks/71hanKncfyBt0Yi66LRUYm,https://api.spotify.com/v1/audio-analysis/71hanKncfyBt0Yi66LRUYm,273357,4
244,"Shakira: Bzrp Music Sessions, Vol. 53",0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,audio_features,4nrPB8O7Y7wsOCJdgXkthe,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,218289,4
245,The Endless,0.202,0.0141,10,-30.167,1,0.0465,0.97,0.846,0.133,0.0357,73.227,audio_features,2FfCFPau06EJ0A3bE6km1K,spotify:track:2FfCFPau06EJ0A3bE6km1K,https://api.spotify.com/v1/tracks/2FfCFPau06EJ0A3bE6km1K,https://api.spotify.com/v1/audio-analysis/2FfCFPau06EJ0A3bE6km1K,72973,4
246,give it to me,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,audio_features,0wbDgMuAoy7O7pL3a69uZx,spotify:track:0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/tracks/0wbDgMuAoy7O7pL3a69uZx,https://api.spotify.com/v1/audio-analysis/0wbDgMuAoy7O7pL3a69uZx,234027,4
247,Starboy,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4
248,These Are The Lies,0.462,0.704,5,-6.687,0,0.0318,0.0165,0.0,0.108,0.503,139.86,audio_features,7oUjf3UvLJbRelKiDip47v,spotify:track:7oUjf3UvLJbRelKiDip47v,https://api.spotify.com/v1/tracks/7oUjf3UvLJbRelKiDip47v,https://api.spotify.com/v1/audio-analysis/7oUjf3UvLJbRelKiDip47v,226427,4
249,Wow.,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,audio_features,7xQAfvXzm3AkraOtGPWIZg,spotify:track:7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,149547,4
250,Loser,0.698,0.623,8,-7.845,0,0.037,0.623,0.0856,0.179,0.625,102.002,audio_features,1BCXUbnU0486n4eeTyyVIj,spotify:track:1BCXUbnU0486n4eeTyyVIj,https://api.spotify.com/v1/tracks/1BCXUbnU0486n4eeTyyVIj,https://api.spotify.com/v1/audio-analysis/1BCXUbnU0486n4eeTyyVIj,204376,4
251,Hip Hop Phile,0.796,0.878,1,-3.325,1,0.185,0.171,0.0,0.234,0.795,144.0,audio_features,4c9XojqJDu7KNCh8GmNbj5,spotify:track:4c9XojqJDu7KNCh8GmNbj5,https://api.spotify.com/v1/tracks/4c9XojqJDu7KNCh8GmNbj5,https://api.spotify.com/v1/audio-analysis/4c9XojqJDu7KNCh8GmNbj5,257301,4
252,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",0.271,0.726,7,-6.504,1,0.0527,0.586,0.0,0.353,0.532,87.425,audio_features,00ake6KfnzbZ2MaRLGqsyX,spotify:track:00ake6KfnzbZ2MaRLGqsyX,https://api.spotify.com/v1/tracks/00ake6KfnzbZ2MaRLGqsyX,https://api.spotify.com/v1/audio-analysis/00ake6KfnzbZ2MaRLGqsyX,277500,4
253,How the World Works,0.831,0.431,2,-9.653,1,0.521,0.74,0.0,0.173,0.495,129.672,audio_features,1zsbPstcJxnY0zuKFFOKKZ,spotify:track:1zsbPstcJxnY0zuKFFOKKZ,https://api.spotify.com/v1/tracks/1zsbPstcJxnY0zuKFFOKKZ,https://api.spotify.com/v1/audio-analysis/1zsbPstcJxnY0zuKFFOKKZ,255924,4
254,Party On My Mind,0.715,0.864,11,-5.013,0,0.0751,0.0188,0.0,0.719,0.57,122.016,audio_features,5Rn1DPzSzUktbhuNDDJocS,spotify:track:5Rn1DPzSzUktbhuNDDJocS,https://api.spotify.com/v1/tracks/5Rn1DPzSzUktbhuNDDJocS,https://api.spotify.com/v1/audio-analysis/5Rn1DPzSzUktbhuNDDJocS,222133,4
255,ZOOM,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,audio_features,4IaxDf2FixiQXq0mW7key9,spotify:track:4IaxDf2FixiQXq0mW7key9,https://api.spotify.com/v1/tracks/4IaxDf2FixiQXq0mW7key9,https://api.spotify.com/v1/audio-analysis/4IaxDf2FixiQXq0mW7key9,174840,4
256,Crazy What Love Can Do,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,audio_features,1WCEAGGRD066z2Q89ObXTq,spotify:track:1WCEAGGRD066z2Q89ObXTq,https://api.spotify.com/v1/tracks/1WCEAGGRD066z2Q89ObXTq,https://api.spotify.com/v1/audio-analysis/1WCEAGGRD066z2Q89ObXTq,169756,4
257,Wanna Dance Dirty Disco - Angelo Ferreri 'Jackin Dope' Mix,0.786,0.907,6,-9.579,1,0.0803,0.000405,0.631,0.185,0.672,125.022,audio_features,5zChkYS0NnZ2fT6K6fKvVy,spotify:track:5zChkYS0NnZ2fT6K6fKvVy,https://api.spotify.com/v1/tracks/5zChkYS0NnZ2fT6K6fKvVy,https://api.spotify.com/v1/audio-analysis/5zChkYS0NnZ2fT6K6fKvVy,362890,4
258,Lucy Gray (part 1) - from The Hunger Games: The Ballad of Songbirds & Snakes,0.563,0.129,7,-15.576,0,0.19,0.874,0.0,0.108,0.361,77.941,audio_features,7kivFYvFfz2LY9enQLbGP1,spotify:track:7kivFYvFfz2LY9enQLbGP1,https://api.spotify.com/v1/tracks/7kivFYvFfz2LY9enQLbGP1,https://api.spotify.com/v1/audio-analysis/7kivFYvFfz2LY9enQLbGP1,161064,1
259,Blue Hour,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005,audio_features,3ObPkJQAgjAhTwYvDhPrAW,spotify:track:3ObPkJQAgjAhTwYvDhPrAW,https://api.spotify.com/v1/tracks/3ObPkJQAgjAhTwYvDhPrAW,https://api.spotify.com/v1/audio-analysis/3ObPkJQAgjAhTwYvDhPrAW,209105,4
260,Wajah Tum Ho,0.6,0.684,5,-6.179,0,0.0257,0.342,1.53e-05,0.115,0.241,103.951,audio_features,4RzaXbufKNBwaFuzJhGur5,spotify:track:4RzaXbufKNBwaFuzJhGur5,https://api.spotify.com/v1/tracks/4RzaXbufKNBwaFuzJhGur5,https://api.spotify.com/v1/audio-analysis/4RzaXbufKNBwaFuzJhGur5,357634,4
261,Muchacha,0.83,0.837,11,-4.789,0,0.141,0.0784,5.87e-05,0.0824,0.744,115.976,audio_features,2vI4SxtYqAQD5h1nSrqfKM,spotify:track:2vI4SxtYqAQD5h1nSrqfKM,https://api.spotify.com/v1/tracks/2vI4SxtYqAQD5h1nSrqfKM,https://api.spotify.com/v1/audio-analysis/2vI4SxtYqAQD5h1nSrqfKM,200690,4
262,Rockit,0.878,0.951,7,-5.077,1,0.069,0.0317,0.544,0.0614,0.607,111.334,audio_features,2nWHzbBWBOePUvAImQv2So,spotify:track:2nWHzbBWBOePUvAImQv2So,https://api.spotify.com/v1/tracks/2nWHzbBWBOePUvAImQv2So,https://api.spotify.com/v1/audio-analysis/2nWHzbBWBOePUvAImQv2So,325133,4
263,Akhiyaan,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,audio_features,2l3dFxtoSMgMQVyRIUHjpz,spotify:track:2l3dFxtoSMgMQVyRIUHjpz,https://api.spotify.com/v1/tracks/2l3dFxtoSMgMQVyRIUHjpz,https://api.spotify.com/v1/audio-analysis/2l3dFxtoSMgMQVyRIUHjpz,191869,4
264,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",0.533,0.67,10,-4.274,0,0.275,0.108,0.0,0.0983,0.239,73.753,audio_features,4g1Ant3Me43Cm5Lx91bV8e,spotify:track:4g1Ant3Me43Cm5Lx91bV8e,https://api.spotify.com/v1/tracks/4g1Ant3Me43Cm5Lx91bV8e,https://api.spotify.com/v1/audio-analysis/4g1Ant3Me43Cm5Lx91bV8e,175802,4
265,Saturday Saturday,0.847,0.938,8,-4.615,1,0.0974,0.149,0.0,0.107,0.786,130.02,audio_features,7MvQQGqYE4r0ucTarmI2Gr,spotify:track:7MvQQGqYE4r0ucTarmI2Gr,https://api.spotify.com/v1/tracks/7MvQQGqYE4r0ucTarmI2Gr,https://api.spotify.com/v1/audio-analysis/7MvQQGqYE4r0ucTarmI2Gr,210799,4
266,QLONA,0.842,0.756,7,-7.409,0,0.338,0.525,2.21e-06,0.0871,0.421,169.925,audio_features,3XB5uhhlYSnkxpSihkNQwh,spotify:track:3XB5uhhlYSnkxpSihkNQwh,https://api.spotify.com/v1/tracks/3XB5uhhlYSnkxpSihkNQwh,https://api.spotify.com/v1/audio-analysis/3XB5uhhlYSnkxpSihkNQwh,172798,4
267,Left and Right (Feat. Jung Kook of BTS),0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4
268,Shut Down,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058,audio_features,0ARKW62l9uWIDYMZTUmJHF,spotify:track:0ARKW62l9uWIDYMZTUmJHF,https://api.spotify.com/v1/tracks/0ARKW62l9uWIDYMZTUmJHF,https://api.spotify.com/v1/audio-analysis/0ARKW62l9uWIDYMZTUmJHF,175889,3
269,Anti-Romantic,0.641,0.489,0,-8.668,0,0.11,0.0509,0.0,0.071,0.206,142.977,audio_features,44tTqUi3xi7E28QLzHVdUA,spotify:track:44tTqUi3xi7E28QLzHVdUA,https://api.spotify.com/v1/tracks/44tTqUi3xi7E28QLzHVdUA,https://api.spotify.com/v1/audio-analysis/44tTqUi3xi7E28QLzHVdUA,215188,4
270,Oooo,0.492,0.816,11,-4.993,0,0.279,0.179,0.0,0.209,0.625,79.302,audio_features,6t0MDc4gg5TI8uBx8qwWB6,spotify:track:6t0MDc4gg5TI8uBx8qwWB6,https://api.spotify.com/v1/tracks/6t0MDc4gg5TI8uBx8qwWB6,https://api.spotify.com/v1/audio-analysis/6t0MDc4gg5TI8uBx8qwWB6,183613,4
271,"Hui Malang (From ""Malang - Unleash The Madness"")",0.633,0.904,7,-5.09,0,0.0564,0.0337,4.31e-05,0.122,0.259,124.008,audio_features,5bAed2aRbQbjDZF9qkNSA2,spotify:track:5bAed2aRbQbjDZF9qkNSA2,https://api.spotify.com/v1/tracks/5bAed2aRbQbjDZF9qkNSA2,https://api.spotify.com/v1/audio-analysis/5bAed2aRbQbjDZF9qkNSA2,192097,4
272,Chameleon,0.581,0.672,8,-8.279,1,0.0602,0.104,0.856,0.0458,0.808,111.154,audio_features,4Ce66JznW8QbeyTdSzdGwR,spotify:track:4Ce66JznW8QbeyTdSzdGwR,https://api.spotify.com/v1/tracks/4Ce66JznW8QbeyTdSzdGwR,https://api.spotify.com/v1/audio-analysis/4Ce66JznW8QbeyTdSzdGwR,941360,4
273,Easier - Live From The Vault,0.648,0.712,1,-4.917,0,0.0474,0.0022,0.000198,0.0887,0.29,90.0,audio_features,2a8Uiea6C8Y1w4e7mA36eA,spotify:track:2a8Uiea6C8Y1w4e7mA36eA,https://api.spotify.com/v1/tracks/2a8Uiea6C8Y1w4e7mA36eA,https://api.spotify.com/v1/audio-analysis/2a8Uiea6C8Y1w4e7mA36eA,206927,4
274,Troublemaker (feat. Flo Rida),0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012,audio_features,6s8nHXTJVqFjXE4yVZPDHR,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/tracks/6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/audio-analysis/6s8nHXTJVqFjXE4yVZPDHR,185587,4
275,What A Perfect Day For Crying,0.56,0.802,9,-7.231,0,0.0574,0.0129,3.37e-05,0.157,0.691,165.01,audio_features,3HkKACiwPslfBXkEyQp7TM,spotify:track:3HkKACiwPslfBXkEyQp7TM,https://api.spotify.com/v1/tracks/3HkKACiwPslfBXkEyQp7TM,https://api.spotify.com/v1/audio-analysis/3HkKACiwPslfBXkEyQp7TM,181818,4
276,Teeth,0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47e-06,0.0741,0.43,139.007,audio_features,3NxWJWftvkstyxvb1pZlFo,spotify:track:3NxWJWftvkstyxvb1pZlFo,https://api.spotify.com/v1/tracks/3NxWJWftvkstyxvb1pZlFo,https://api.spotify.com/v1/audio-analysis/3NxWJWftvkstyxvb1pZlFo,205503,4
