,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
398,WINTER FLOWER(Feat.RM),0.564,0.796,0,-3.698,1,0.0737,0.118,0.0,0.0938,0.241,95.946,audio_features,4Eefey3uN90Abhbr47zKmC,spotify:track:4Eefey3uN90Abhbr47zKmC,https://api.spotify.com/v1/tracks/4Eefey3uN90Abhbr47zKmC,https://api.spotify.com/v1/audio-analysis/4Eefey3uN90Abhbr47zKmC,221133,4
399,Attack on Bangtan,0.72,0.962,11,-2.555,0,0.268,0.2,0.0,0.165,0.667,118.025,audio_features,06PapYCtVDlprJPgGELabn,spotify:track:06PapYCtVDlprJPgGELabn,https://api.spotify.com/v1/tracks/06PapYCtVDlprJPgGELabn,https://api.spotify.com/v1/audio-analysis/06PapYCtVDlprJPgGELabn,246526,4
400,Work - R3hab Remix,0.706,0.804,1,-5.378,0,0.0601,0.0125,0.0,0.332,0.211,100.052,audio_features,63OshgWbxCtI1WHb5C0Txd,spotify:track:63OshgWbxCtI1WHb5C0Txd,https://api.spotify.com/v1/tracks/63OshgWbxCtI1WHb5C0Txd,https://api.spotify.com/v1/audio-analysis/63OshgWbxCtI1WHb5C0Txd,219400,4
401,BOLO (feat. YDG),0.74,0.669,11,-5.702,0,0.076,0.361,2.18e-05,0.175,0.922,103.025,audio_features,77ILSQGJhqDVOfeWdtEexk,spotify:track:77ILSQGJhqDVOfeWdtEexk,https://api.spotify.com/v1/tracks/77ILSQGJhqDVOfeWdtEexk,https://api.spotify.com/v1/audio-analysis/77ILSQGJhqDVOfeWdtEexk,171520,4
402,Five Long Nights,0.75,0.93,1,-4.822,1,0.145,0.042,0.0,0.0971,0.723,120.027,audio_features,1x04gFRJbhtGKJVZU9Sebe,spotify:track:1x04gFRJbhtGKJVZU9Sebe,https://api.spotify.com/v1/tracks/1x04gFRJbhtGKJVZU9Sebe,https://api.spotify.com/v1/audio-analysis/1x04gFRJbhtGKJVZU9Sebe,194500,4
403,"Agar Tum Saath Ho (From ""Tamasha"")",0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,audio_features,7JJwQZ0Rmvvf0Jv0ACIrL1,spotify:track:7JJwQZ0Rmvvf0Jv0ACIrL1,https://api.spotify.com/v1/tracks/7JJwQZ0Rmvvf0Jv0ACIrL1,https://api.spotify.com/v1/audio-analysis/7JJwQZ0Rmvvf0Jv0ACIrL1,341055,4
404,Rise,0.459,0.663,8,-5.939,0,0.1,0.0169,0.0,0.0621,0.412,176.791,audio_features,69Sy7207dnixZ6w7RSV9Kb,spotify:track:69Sy7207dnixZ6w7RSV9Kb,https://api.spotify.com/v1/tracks/69Sy7207dnixZ6w7RSV9Kb,https://api.spotify.com/v1/audio-analysis/69Sy7207dnixZ6w7RSV9Kb,192881,4
405,edamame (feat. Rich Brian),0.815,0.85,4,-4.704,0,0.113,0.0232,0.000143,0.0245,0.694,106.036,audio_features,1golLrmqyxDWedF7YUHCOD,spotify:track:1golLrmqyxDWedF7YUHCOD,https://api.spotify.com/v1/tracks/1golLrmqyxDWedF7YUHCOD,https://api.spotify.com/v1/audio-analysis/1golLrmqyxDWedF7YUHCOD,133707,4
406,Jaane Kyon Log Pyar,0.607,0.526,4,-9.111,1,0.066,0.0185,0.00173,0.227,0.341,190.019,audio_features,2NouPVwXUlBF0wDm5bpAbp,spotify:track:2NouPVwXUlBF0wDm5bpAbp,https://api.spotify.com/v1/tracks/2NouPVwXUlBF0wDm5bpAbp,https://api.spotify.com/v1/audio-analysis/2NouPVwXUlBF0wDm5bpAbp,289387,4
407,Power Stays In The Shadows,0.328,0.0801,1,-20.891,0,0.0367,0.935,0.896,0.128,0.0348,80.002,audio_features,7qm6j7mhZKsv3RGanY4b7Z,spotify:track:7qm6j7mhZKsv3RGanY4b7Z,https://api.spotify.com/v1/tracks/7qm6j7mhZKsv3RGanY4b7Z,https://api.spotify.com/v1/audio-analysis/7qm6j7mhZKsv3RGanY4b7Z,250867,4
408,Caramba,0.75,0.697,1,-4.343,0,0.128,0.152,9.42e-05,0.0861,0.705,176.041,audio_features,1vn3HsoGRz4JmMOF9aWcFo,spotify:track:1vn3HsoGRz4JmMOF9aWcFo,https://api.spotify.com/v1/tracks/1vn3HsoGRz4JmMOF9aWcFo,https://api.spotify.com/v1/audio-analysis/1vn3HsoGRz4JmMOF9aWcFo,155376,4
409,Number 1,0.581,0.824,0,-3.912,0,0.0377,0.0105,0.0,0.483,0.747,114.912,audio_features,3uRIGDDdT4tztwsOSLmjZg,spotify:track:3uRIGDDdT4tztwsOSLmjZg,https://api.spotify.com/v1/tracks/3uRIGDDdT4tztwsOSLmjZg,https://api.spotify.com/v1/audio-analysis/3uRIGDDdT4tztwsOSLmjZg,212773,4
410,Panini,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,audio_features,1000nHvUdawXuUHgBod4Wv,spotify:track:1000nHvUdawXuUHgBod4Wv,https://api.spotify.com/v1/tracks/1000nHvUdawXuUHgBod4Wv,https://api.spotify.com/v1/audio-analysis/1000nHvUdawXuUHgBod4Wv,114893,4
411,MY,0.773,0.86,7,-4.966,1,0.13,0.0159,0.0,0.236,0.715,126.967,audio_features,7ia5l12mCvbQTeAnG1oYpg,spotify:track:7ia5l12mCvbQTeAnG1oYpg,https://api.spotify.com/v1/tracks/7ia5l12mCvbQTeAnG1oYpg,https://api.spotify.com/v1/audio-analysis/7ia5l12mCvbQTeAnG1oYpg,259742,4
412,Afghan Jalebi (Film Version),0.84,0.884,0,-3.217,1,0.334,0.427,0.0,0.0885,0.972,118.007,audio_features,1rEVydQSe04NJUqyyEyeEq,spotify:track:1rEVydQSe04NJUqyyEyeEq,https://api.spotify.com/v1/tracks/1rEVydQSe04NJUqyyEyeEq,https://api.spotify.com/v1/audio-analysis/1rEVydQSe04NJUqyyEyeEq,224207,4
413,"Rangisari (From ""Jugjugg Jeeyo"")",0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,audio_features,0DXfJ2iKRDEG7rPgssWFea,spotify:track:0DXfJ2iKRDEG7rPgssWFea,https://api.spotify.com/v1/tracks/0DXfJ2iKRDEG7rPgssWFea,https://api.spotify.com/v1/audio-analysis/0DXfJ2iKRDEG7rPgssWFea,223271,4
414,Pandora's Box,0.785,0.807,0,-3.877,1,0.178,0.198,0.0,0.326,0.228,96.981,audio_features,2On611HXKQAbaYkuc4NQAm,spotify:track:2On611HXKQAbaYkuc4NQAm,https://api.spotify.com/v1/tracks/2On611HXKQAbaYkuc4NQAm,https://api.spotify.com/v1/audio-analysis/2On611HXKQAbaYkuc4NQAm,156292,4
415,Dynamite,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,audio_features,1DqdF42leyFIzqNDv9CjId,spotify:track:1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,203867,4
416,Valentine,0.472,0.204,3,-13.065,1,0.0452,0.917,0.0,0.107,0.224,82.51,audio_features,6cx5CvFhqN19efStehJqoW,spotify:track:6cx5CvFhqN19efStehJqoW,https://api.spotify.com/v1/tracks/6cx5CvFhqN19efStehJqoW,https://api.spotify.com/v1/audio-analysis/6cx5CvFhqN19efStehJqoW,168907,4
417,While You Dooooo (Extended),0.762,0.761,10,-7.292,0,0.0679,0.791,0.757,0.112,0.521,93.813,audio_features,7pbEoh1Jx2TSN6nAQ93WQz,spotify:track:7pbEoh1Jx2TSN6nAQ93WQz,https://api.spotify.com/v1/tracks/7pbEoh1Jx2TSN6nAQ93WQz,https://api.spotify.com/v1/audio-analysis/7pbEoh1Jx2TSN6nAQ93WQz,207244,4
418,Am I Wrong,0.76,0.834,6,-4.992,1,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988,audio_features,7BFVLQASwcGrxEPsz1teIW,spotify:track:7BFVLQASwcGrxEPsz1teIW,https://api.spotify.com/v1/tracks/7BFVLQASwcGrxEPsz1teIW,https://api.spotify.com/v1/audio-analysis/7BFVLQASwcGrxEPsz1teIW,213082,4
419,Arin Checks the Mic,0.663,0.367,2,-10.729,0,0.943,0.322,0.0,0.148,0.691,92.317,audio_features,4c4udpw1ZI0Tf6P6ek67p1,spotify:track:4c4udpw1ZI0Tf6P6ek67p1,https://api.spotify.com/v1/tracks/4c4udpw1ZI0Tf6P6ek67p1,https://api.spotify.com/v1/audio-analysis/4c4udpw1ZI0Tf6P6ek67p1,74401,3
420,Louder than bombs,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999,audio_features,4Aw8n6r2vuU0KUo1a2nftp,spotify:track:4Aw8n6r2vuU0KUo1a2nftp,https://api.spotify.com/v1/tracks/4Aw8n6r2vuU0KUo1a2nftp,https://api.spotify.com/v1/audio-analysis/4Aw8n6r2vuU0KUo1a2nftp,217404,4
421,Godzilla (feat. Juice WRLD),0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800,4
422,Glad U Came,0.61,0.841,7,-4.579,0,0.0692,0.056,9.85e-06,0.118,0.431,126.889,audio_features,3AGOgQzp0YcPH41u9p7dOp,spotify:track:3AGOgQzp0YcPH41u9p7dOp,https://api.spotify.com/v1/tracks/3AGOgQzp0YcPH41u9p7dOp,https://api.spotify.com/v1/audio-analysis/3AGOgQzp0YcPH41u9p7dOp,198187,4
423,Run the World!!!,0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,audio_features,1uXbwHHfgsXcUKfSZw5ZJ0,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/tracks/1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/audio-analysis/1uXbwHHfgsXcUKfSZw5ZJ0,236093,4
424,Woman Like Me (feat. Nicki Minaj),0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,222B3aljXx6fFwKmFjuBED,spotify:track:222B3aljXx6fFwKmFjuBED,https://api.spotify.com/v1/tracks/222B3aljXx6fFwKmFjuBED,https://api.spotify.com/v1/audio-analysis/222B3aljXx6fFwKmFjuBED,229720,4
425,In Your eyes (Remix),0.679,0.731,7,-5.522,0,0.0319,0.00518,0.000127,0.0614,0.727,99.984,audio_features,0UnTaVkntyh3vqvLEvbpQx,spotify:track:0UnTaVkntyh3vqvLEvbpQx,https://api.spotify.com/v1/tracks/0UnTaVkntyh3vqvLEvbpQx,https://api.spotify.com/v1/audio-analysis/0UnTaVkntyh3vqvLEvbpQx,237912,4
426,Chaleya,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,audio_features,4nc6XiUze2Yh7wFueGOPv7,spotify:track:4nc6XiUze2Yh7wFueGOPv7,https://api.spotify.com/v1/tracks/4nc6XiUze2Yh7wFueGOPv7,https://api.spotify.com/v1/audio-analysis/4nc6XiUze2Yh7wFueGOPv7,200374,4
427,Zinda Banda,0.613,0.881,10,-5.974,0,0.249,0.00785,2.91e-06,0.155,0.235,149.978,audio_features,4tzx5af2qpwgyjG6JQGthj,spotify:track:4tzx5af2qpwgyjG6JQGthj,https://api.spotify.com/v1/tracks/4tzx5af2qpwgyjG6JQGthj,https://api.spotify.com/v1/audio-analysis/4tzx5af2qpwgyjG6JQGthj,264000,4
428,El Wey,0.781,0.823,0,-4.877,1,0.0341,0.106,3.08e-05,0.193,0.821,111.997,audio_features,4bFDvUCl0ZMQ6yHAUaSsF5,spotify:track:4bFDvUCl0ZMQ6yHAUaSsF5,https://api.spotify.com/v1/tracks/4bFDvUCl0ZMQ6yHAUaSsF5,https://api.spotify.com/v1/audio-analysis/4bFDvUCl0ZMQ6yHAUaSsF5,197837,4
429,Stolen Moments,0.575,0.187,0,-13.081,0,0.0512,0.927,0.877,0.166,0.342,107.469,audio_features,1sce5VJvCOYYDAR9rp9KdG,spotify:track:1sce5VJvCOYYDAR9rp9KdG,https://api.spotify.com/v1/tracks/1sce5VJvCOYYDAR9rp9KdG,https://api.spotify.com/v1/audio-analysis/1sce5VJvCOYYDAR9rp9KdG,525613,4
430,Blue & Grey,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,audio_features,7Ki0hse0IfXEcXUlpyECbJ,spotify:track:7Ki0hse0IfXEcXUlpyECbJ,https://api.spotify.com/v1/tracks/7Ki0hse0IfXEcXUlpyECbJ,https://api.spotify.com/v1/audio-analysis/7Ki0hse0IfXEcXUlpyECbJ,254950,4
431,Baaki Baatein Peene Baad (Shots) (feat. Badshah),0.566,0.862,7,-6.02,0,0.105,0.0246,0.0,0.103,0.455,147.974,audio_features,2RBkVQwpkDeYytMTQwjyTk,spotify:track:2RBkVQwpkDeYytMTQwjyTk,https://api.spotify.com/v1/tracks/2RBkVQwpkDeYytMTQwjyTk,https://api.spotify.com/v1/audio-analysis/2RBkVQwpkDeYytMTQwjyTk,220313,4
432,Kukkad,0.719,0.835,9,-7.391,1,0.0426,0.0902,0.00431,0.331,0.961,139.985,audio_features,7DbE178OOsJfJKyiNObOsw,spotify:track:7DbE178OOsJfJKyiNObOsw,https://api.spotify.com/v1/tracks/7DbE178OOsJfJKyiNObOsw,https://api.spotify.com/v1/audio-analysis/7DbE178OOsJfJKyiNObOsw,262867,4
433,Gently (feat. Bad Bunny),0.868,0.407,10,-7.735,1,0.295,0.0479,0.000111,0.139,0.255,107.524,audio_features,6ZprqcYFC6D9eIZaCoqrSn,spotify:track:6ZprqcYFC6D9eIZaCoqrSn,https://api.spotify.com/v1/tracks/6ZprqcYFC6D9eIZaCoqrSn,https://api.spotify.com/v1/audio-analysis/6ZprqcYFC6D9eIZaCoqrSn,133694,4
434,Stay,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
435,Body Odor,0.868,0.734,11,-3.609,0,0.361,0.0953,0.0,0.0875,0.952,140.145,audio_features,6TBigSw4znmAu6EVTRpg9p,spotify:track:6TBigSw4znmAu6EVTRpg9p,https://api.spotify.com/v1/tracks/6TBigSw4znmAu6EVTRpg9p,https://api.spotify.com/v1/audio-analysis/6TBigSw4znmAu6EVTRpg9p,161143,4
436,On The Road (feat. Meek Mill & Lil Baby),0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,audio_features,12Fkyg9lpmaz2zmKOfw2Y2,spotify:track:12Fkyg9lpmaz2zmKOfw2Y2,https://api.spotify.com/v1/tracks/12Fkyg9lpmaz2zmKOfw2Y2,https://api.spotify.com/v1/audio-analysis/12Fkyg9lpmaz2zmKOfw2Y2,218320,5
437,Get Down (feat. Kenny Dope & DJ Sneak & Terry Hunter & Tara McDonald) - Kenny Dope Mix,0.852,0.738,5,-7.385,0,0.0493,0.0027,0.032,0.0547,0.721,126.954,audio_features,2fdOwObqdKGN62FtmSEEbr,spotify:track:2fdOwObqdKGN62FtmSEEbr,https://api.spotify.com/v1/tracks/2fdOwObqdKGN62FtmSEEbr,https://api.spotify.com/v1/audio-analysis/2fdOwObqdKGN62FtmSEEbr,353680,4
438,No More Dream,0.438,0.864,2,-5.185,1,0.47,0.0118,1.66e-06,0.431,0.594,167.898,audio_features,089PFeXotzDLNQz9NCk6pF,spotify:track:089PFeXotzDLNQz9NCk6pF,https://api.spotify.com/v1/tracks/089PFeXotzDLNQz9NCk6pF,https://api.spotify.com/v1/audio-analysis/089PFeXotzDLNQz9NCk6pF,222067,4
439,3D (feat. Jack Harlow) (A. G. Cook Remix),0.59,0.828,7,-6.049,0,0.0398,0.0264,0.00346,0.0833,0.497,121.117,audio_features,7fQKDpB4i0hiQacjVCXVU2,spotify:track:7fQKDpB4i0hiQacjVCXVU2,https://api.spotify.com/v1/tracks/7fQKDpB4i0hiQacjVCXVU2,https://api.spotify.com/v1/audio-analysis/7fQKDpB4i0hiQacjVCXVU2,188796,4
440,Still With You,0.529,0.469,1,-6.967,0,0.0358,0.0899,1.53e-05,0.831,0.344,87.864,audio_features,0eFMbKCRw8KByXyWBw8WO7,spotify:track:0eFMbKCRw8KByXyWBw8WO7,https://api.spotify.com/v1/tracks/0eFMbKCRw8KByXyWBw8WO7,https://api.spotify.com/v1/audio-analysis/0eFMbKCRw8KByXyWBw8WO7,239906,4
441,Got Me Started,0.777,0.686,7,-6.498,0,0.0308,0.223,0.00148,0.318,0.582,127.002,audio_features,31MNHKE86sEXzIglbGQ6mu,spotify:track:31MNHKE86sEXzIglbGQ6mu,https://api.spotify.com/v1/tracks/31MNHKE86sEXzIglbGQ6mu,https://api.spotify.com/v1/audio-analysis/31MNHKE86sEXzIglbGQ6mu,198448,4
442,"Ständchen (From Schwanengesang, D957)",0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138,audio_features,1Fye8VOMOlXxtBo02TpNWD,spotify:track:1Fye8VOMOlXxtBo02TpNWD,https://api.spotify.com/v1/tracks/1Fye8VOMOlXxtBo02TpNWD,https://api.spotify.com/v1/audio-analysis/1Fye8VOMOlXxtBo02TpNWD,375920,3
443,Azukita,0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019,audio_features,5e45GhSF18JYoLpaq2F48h,spotify:track:5e45GhSF18JYoLpaq2F48h,https://api.spotify.com/v1/tracks/5e45GhSF18JYoLpaq2F48h,https://api.spotify.com/v1/audio-analysis/5e45GhSF18JYoLpaq2F48h,226162,4
444,Line Without a Hook,0.432,0.652,8,-4.969,1,0.0285,0.262,0.0,0.258,0.507,190.028,audio_features,5NvOZCjZaGGGL597exlQWv,spotify:track:5NvOZCjZaGGGL597exlQWv,https://api.spotify.com/v1/tracks/5NvOZCjZaGGGL597exlQWv,https://api.spotify.com/v1/audio-analysis/5NvOZCjZaGGGL597exlQWv,249587,3
445,boyfriend (with Social House),0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,audio_features,0Ryd8975WihbObpp5cPW1t,spotify:track:0Ryd8975WihbObpp5cPW1t,https://api.spotify.com/v1/tracks/0Ryd8975WihbObpp5cPW1t,https://api.spotify.com/v1/audio-analysis/0Ryd8975WihbObpp5cPW1t,186107,4
446,The Phoenix,0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,audio_features,53AuxddsgPSlqM619nJhSd,spotify:track:53AuxddsgPSlqM619nJhSd,https://api.spotify.com/v1/tracks/53AuxddsgPSlqM619nJhSd,https://api.spotify.com/v1/audio-analysis/53AuxddsgPSlqM619nJhSd,244960,4
447,I ≠ DOLL,0.618,0.787,7,-5.456,1,0.0621,0.00289,0.0,0.146,0.389,159.996,audio_features,1d6xaY4JvvqTWfgCeJAtWa,spotify:track:1d6xaY4JvvqTWfgCeJAtWa,https://api.spotify.com/v1/tracks/1d6xaY4JvvqTWfgCeJAtWa,https://api.spotify.com/v1/audio-analysis/1d6xaY4JvvqTWfgCeJAtWa,150270,4
448,Outro: Wings,0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032,audio_features,7kyUapJyppdjzoAWB6XS14,spotify:track:7kyUapJyppdjzoAWB6XS14,https://api.spotify.com/v1/tracks/7kyUapJyppdjzoAWB6XS14,https://api.spotify.com/v1/audio-analysis/7kyUapJyppdjzoAWB6XS14,225447,4
449,Makhna,0.696,0.704,1,-7.876,1,0.0423,0.166,0.0,0.155,0.427,124.965,audio_features,7BjQqiOJio4RdPL33yALKE,spotify:track:7BjQqiOJio4RdPL33yALKE,https://api.spotify.com/v1/tracks/7BjQqiOJio4RdPL33yALKE,https://api.spotify.com/v1/audio-analysis/7BjQqiOJio4RdPL33yALKE,183000,4
450,One Call Away,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,audio_features,7soJgKhQTO8hLP2JPRkL5O,spotify:track:7soJgKhQTO8hLP2JPRkL5O,https://api.spotify.com/v1/tracks/7soJgKhQTO8hLP2JPRkL5O,https://api.spotify.com/v1/audio-analysis/7soJgKhQTO8hLP2JPRkL5O,194453,4
451,Rodeo,0.752,0.56,11,-5.375,1,0.122,0.295,0.0,0.114,0.848,120.015,audio_features,035MzEbx4z2DxuRDymHXbv,spotify:track:035MzEbx4z2DxuRDymHXbv,https://api.spotify.com/v1/tracks/035MzEbx4z2DxuRDymHXbv,https://api.spotify.com/v1/audio-analysis/035MzEbx4z2DxuRDymHXbv,245959,4
452,I Hate Luv Storys,0.747,0.81,11,-8.352,0,0.0541,0.0688,0.0405,0.0592,0.937,130.012,audio_features,4zUPL2OPTO3hgNhjaA1Rjn,spotify:track:4zUPL2OPTO3hgNhjaA1Rjn,https://api.spotify.com/v1/tracks/4zUPL2OPTO3hgNhjaA1Rjn,https://api.spotify.com/v1/audio-analysis/4zUPL2OPTO3hgNhjaA1Rjn,285213,4
453,Ve Kamleya (Redux),0.395,0.663,2,-9.248,1,0.108,0.796,0.00263,0.0939,0.455,86.822,audio_features,0BYhZuuSAseBCjsbfBDRm9,spotify:track:0BYhZuuSAseBCjsbfBDRm9,https://api.spotify.com/v1/tracks/0BYhZuuSAseBCjsbfBDRm9,https://api.spotify.com/v1/audio-analysis/0BYhZuuSAseBCjsbfBDRm9,327955,4
454,Agua de Jamaica,0.664,0.665,10,-3.616,1,0.0879,0.123,0.0,0.411,0.726,173.961,audio_features,41BzKiCrKpUQHS3TP0jmdr,spotify:track:41BzKiCrKpUQHS3TP0jmdr,https://api.spotify.com/v1/tracks/41BzKiCrKpUQHS3TP0jmdr,https://api.spotify.com/v1/audio-analysis/41BzKiCrKpUQHS3TP0jmdr,176970,4
455,"Bandook Meri Laila (From ""A Gentleman"") (feat. Raftaar, Sidharth Malhotra)",0.746,0.782,6,-6.192,0,0.0397,0.277,4.7e-06,0.108,0.665,98.976,audio_features,3eDsxtliwduBeC3UAdOMG5,spotify:track:3eDsxtliwduBeC3UAdOMG5,https://api.spotify.com/v1/tracks/3eDsxtliwduBeC3UAdOMG5,https://api.spotify.com/v1/audio-analysis/3eDsxtliwduBeC3UAdOMG5,214510,4
456,How You Like That,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,audio_features,4SFknyjLcyTLJFPKD2m96o,spotify:track:4SFknyjLcyTLJFPKD2m96o,https://api.spotify.com/v1/tracks/4SFknyjLcyTLJFPKD2m96o,https://api.spotify.com/v1/audio-analysis/4SFknyjLcyTLJFPKD2m96o,182956,4
457,Intro: Boy Meets Evil,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.251,audio_features,1hlT8F0X27uf3fpOWawjbY,spotify:track:1hlT8F0X27uf3fpOWawjbY,https://api.spotify.com/v1/tracks/1hlT8F0X27uf3fpOWawjbY,https://api.spotify.com/v1/audio-analysis/1hlT8F0X27uf3fpOWawjbY,121771,4
458,Sexting,0.756,0.612,7,-6.104,1,0.0382,0.278,0.0,0.152,0.528,119.949,audio_features,3avX8UzaJ5PQUm4YBFWCAm,spotify:track:3avX8UzaJ5PQUm4YBFWCAm,https://api.spotify.com/v1/tracks/3avX8UzaJ5PQUm4YBFWCAm,https://api.spotify.com/v1/audio-analysis/3avX8UzaJ5PQUm4YBFWCAm,201713,4
459,Infinity,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720,4
460,Shameless,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,audio_features,2ogKhhoMClkFXek7ZgxAhN,spotify:track:2ogKhhoMClkFXek7ZgxAhN,https://api.spotify.com/v1/tracks/2ogKhhoMClkFXek7ZgxAhN,https://api.spotify.com/v1/audio-analysis/2ogKhhoMClkFXek7ZgxAhN,219742,4
461,INDUSTRY BABY (feat. Jack Harlow),0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4
462,Dilliwaali Girlfriend,0.687,0.941,6,-5.23,0,0.0583,0.0811,2.93e-06,0.0697,0.909,138.048,audio_features,3W1XPf7mvuQcWQB7U7MbTM,spotify:track:3W1XPf7mvuQcWQB7U7MbTM,https://api.spotify.com/v1/tracks/3W1XPf7mvuQcWQB7U7MbTM,https://api.spotify.com/v1/audio-analysis/3W1XPf7mvuQcWQB7U7MbTM,260552,4
463,Titli,0.679,0.421,7,-9.13,0,0.0344,0.685,6.81e-06,0.244,0.65,81.012,audio_features,0joXv5niso2T8YXWOlIe1X,spotify:track:0joXv5niso2T8YXWOlIe1X,https://api.spotify.com/v1/tracks/0joXv5niso2T8YXWOlIe1X,https://api.spotify.com/v1/audio-analysis/0joXv5niso2T8YXWOlIe1X,350618,4
464,Dancing King,0.729,0.88,6,-3.712,1,0.0458,0.0185,0.0,0.0574,0.957,127.987,audio_features,5fgHGI9EBaQkggzi6Zaq30,spotify:track:5fgHGI9EBaQkggzi6Zaq30,https://api.spotify.com/v1/tracks/5fgHGI9EBaQkggzi6Zaq30,https://api.spotify.com/v1/audio-analysis/5fgHGI9EBaQkggzi6Zaq30,244463,4
465,Te Felicito,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,audio_features,2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,172235,4
466,Crash My Car,0.244,0.646,5,-5.863,1,0.0456,0.00178,0.00483,0.301,0.529,183.571,audio_features,5SN3mwuodiwY3jPejBuUD5,spotify:track:5SN3mwuodiwY3jPejBuUD5,https://api.spotify.com/v1/tracks/5SN3mwuodiwY3jPejBuUD5,https://api.spotify.com/v1/audio-analysis/5SN3mwuodiwY3jPejBuUD5,188307,5
467,Wingman,0.53,0.768,0,-4.264,0,0.108,0.32,0.0,0.0656,0.764,93.946,audio_features,6VitRC30kO0TKoDcEeQHCU,spotify:track:6VitRC30kO0TKoDcEeQHCU,https://api.spotify.com/v1/tracks/6VitRC30kO0TKoDcEeQHCU,https://api.spotify.com/v1/audio-analysis/6VitRC30kO0TKoDcEeQHCU,207844,4
468,Do Dhaari Talwaar,0.703,0.883,0,-7.85,0,0.045,0.47,8.46e-06,0.31,0.839,135.05,audio_features,6RZwj2PZDqM6g7gmO6bOxw,spotify:track:6RZwj2PZDqM6g7gmO6bOxw,https://api.spotify.com/v1/tracks/6RZwj2PZDqM6g7gmO6bOxw,https://api.spotify.com/v1/audio-analysis/6RZwj2PZDqM6g7gmO6bOxw,300826,4
