,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
0,2018-04-17T01:11:53Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3250,US,75.84.183.73,unknown,Power,EXO,THE POWER OF MUSIC – The 4th Album ‘THE WAR’ Repackage,spotify:track:53YZi9zgTnF0Py0K6ejyWz,,,,clickrow,fwdbtn,False,,False,1523927505980,False
1,2018-04-17T01:11:59Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",5503,US,75.84.183.73,unknown,Me Like Yuh,Jay Park,Everything You Wanted,spotify:track:5S5gGOsUarzRXKoaSstwba,,,,fwdbtn,fwdbtn,False,,False,1523927512856,False
2,2018-04-17T01:12:08Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",8962,US,75.84.183.73,unknown,RUMOR,KARD,"K.A.R.D Project Vol.3 ""RUMOR""",spotify:track:22iz04Hw1tz0NBpiyoEMT1,,,,fwdbtn,endplay,False,,False,1523927518530,False
3,2018-04-17T01:12:12Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3854,US,75.84.183.73,unknown,MIC Drop,BTS,Love Yourself 承 'Her',spotify:track:2SYa5Lx1uoCvyDIW4oee9b,,,,clickrow,endplay,False,,False,1523927527528,False
4,2018-04-17T01:12:31Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3088,US,75.84.183.73,unknown,DNA,BTS,Love Yourself 承 'Her',spotify:track:5SE57ljOIUJ1ybL9U6CuBH,,,,clickrow,endplay,False,,False,1523927547490,False
5,2018-04-17T01:19:34Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",10077,US,75.84.183.73,unknown,Blood Sweat & Tears,BTS,Wings,spotify:track:5RGf8qn1TBWVplLyyKUsuV,,,,clickrow,endplay,False,,False,1523927550904,False
6,2018-04-17T03:25:20Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",4969,US,75.84.183.73,unknown,Papillon,Jackson Wang,Papillon,spotify:track:7Cy5lVtive8cM718xgr1TN,,,,clickrow,endplay,False,,False,1523927973520,False
7,2018-04-17T03:29:37Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",235779,US,75.84.183.73,unknown,Go Go,BTS,Love Yourself 承 'Her',spotify:track:5nq1uTNIR1cBR72T87viS0,,,,clickrow,trackdone,True,,False,1523935519852,False
8,2018-04-17T03:33:25Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",227413,US,75.84.183.73,unknown,Don't Leave Me,BTS,FACE YOURSELF,spotify:track:3zIG0WuI5RoJsFYnErkFDU,,,,trackdone,trackdone,True,,False,1523935776653,False
9,2018-04-17T03:38:25Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",299706,US,75.84.183.73,unknown,Let Go,BTS,FACE YOURSELF,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,,,,trackdone,trackdone,True,,False,1523936004600,False
10,2018-04-17T03:42:08Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",223122,US,75.84.183.73,unknown,DNA,BTS,Love Yourself 承 'Her',spotify:track:5SE57ljOIUJ1ybL9U6CuBH,,,,trackdone,trackdone,True,,False,1523936304826,False
11,2018-04-17T03:46:02Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",217051,US,75.84.183.73,unknown,Blood Sweat & Tears,BTS,Wings,spotify:track:5RGf8qn1TBWVplLyyKUsuV,,,,trackdone,trackdone,True,,False,1523936543882,False
12,2018-04-17T03:50:01Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",238726,US,75.84.183.73,unknown,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],spotify:track:7Ed6BkggCS2KaKY5YlINaF,,,,trackdone,trackdone,True,,False,1523936761371,False
13,2018-04-17T13:14:23Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",71764,US,75.84.183.73,unknown,Spring Day,BTS,You Never Walk Alone,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,,,,trackdone,unexpected-exit-while-paused,True,,False,1523937000625,False
14,2018-04-17T13:14:55Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",26563,US,75.84.183.73,unknown,Spring Day,BTS,You Never Walk Alone,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,,,,appload,fwdbtn,True,,False,1523970865435,False
15,2018-04-17T13:18:18Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",203351,US,75.84.183.73,unknown,Burning Up (Fire),BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:4z9gBZQjGS4QLb4LOvmeuA,,,,fwdbtn,trackdone,True,,False,1523970894421,False
16,2018-04-17T13:22:10Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",230778,US,75.84.183.73,unknown,Boy in Luv,BTS,Skool Luv Affair (Special Edition),spotify:track:0i0hqOQdyFFd4cR5s32w8x,,,,trackdone,trackdone,True,,False,1523971098246,False
17,2018-04-17T13:26:12Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",210577,US,75.84.183.73,unknown,I Need U,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:7dlNGfd6Fq8xcFb4K6Glws,,,,trackdone,trackdone,True,,False,1523971360263,False
18,2018-04-17T13:30:15Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",240020,US,75.84.183.73,unknown,Dope,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:4TiKZrN7gtc62SUiufpFCM,,,,trackdone,trackdone,True,,False,1523971571540,False
19,2018-04-17T13:59:38Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",233184,US,75.84.183.73,unknown,Silver Spoon,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:2VgPA0WnwvE2nbltxa3BHz,,,,trackdone,trackdone,True,,False,1523971815038,False
20,2018-04-17T14:11:16Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",227191,US,173.196.129.155,unknown,Best Of Me,BTS,Love Yourself 承 'Her',spotify:track:2tdq0CeAGSfhI2l4Gwkvgx,,,,trackdone,trackdone,True,,False,1523973577374,False
21,2018-04-17T14:11:16Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",196505,US,173.196.129.155,unknown,Save Me,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:54s6sdPuMjVtdB5d5KFzTC,,,,trackdone,trackdone,True,,True,1523973804827,False
22,2018-04-17T19:18:33Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",0,US,107.77.244.117,unknown,MIC Drop,BTS,Love Yourself 承 'Her',spotify:track:2SYa5Lx1uoCvyDIW4oee9b,,,,fwdbtn,fwdbtn,True,,False,1523974274154,False
23,2018-04-17T19:18:33Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",0,US,107.77.244.117,unknown,21st Century Girl,BTS,Wings,spotify:track:6RioKpKPuG1vuyU0wnlAZx,,,,trackdone,unexpected-exit-while-paused,True,,False,1523975128742,False
24,2018-04-17T19:18:33Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",139971,US,107.77.244.117,unknown,Intro: Serendipity,BTS,Love Yourself 承 'Her',spotify:track:7iV733e1KacKrFRaBNxVEf,,,,fwdbtn,trackdone,True,,True,1523974928775,False
25,2018-04-17T22:25:46Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",38823,US,75.84.183.73,unknown,DNA,BTS,Love Yourself 承 'Her',spotify:track:5SE57ljOIUJ1ybL9U6CuBH,,,,playbtn,fwdbtn,True,,False,1524003890532,False
26,2018-04-17T22:27:02Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",44732,US,75.84.183.73,unknown,Let Go,BTS,FACE YOURSELF,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,,,,trackdone,fwdbtn,True,,False,1524003975577,False
27,2018-04-17T22:28:24Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",56145,US,75.84.183.73,unknown,Spring Day,BTS,You Never Walk Alone,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,,,,fwdbtn,endplay,True,,False,1524004021686,False
28,2018-04-17T22:28:29Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",5456,US,75.84.183.73,unknown,Thirsty,TAEMIN,MOVE - The 2nd Album,spotify:track:2nxYJsog7BFm0xCg90MIQq,,,,clickrow,fwdbtn,False,,False,1524004102901,False
29,2018-04-17T22:38:02Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",36942,US,75.84.183.73,unknown,Am I Wrong,BTS,Wings,spotify:track:1ORnZ5RmTKhVxPrjORKxAE,,,,fwdbtn,fwdbtn,False,,False,1524004108501,False
30,2018-04-17T22:38:03Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1462,US,75.84.183.73,unknown,Wedding Dress,TAEYANG,Solar,spotify:track:3M0qHiwpoXUMffAS1CBB6M,,,,fwdbtn,fwdbtn,False,,False,1524004681844,False
31,2018-04-17T22:38:05Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1253,US,75.84.183.73,unknown,OKAY,Jackson Wang,OKAY,spotify:track:3Z8NuRsfCKlMFfDwwh51V0,,,,fwdbtn,fwdbtn,False,,False,1524004683357,False
32,2018-04-17T22:38:08Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1996,US,75.84.183.73,unknown,삐딱하게 (Crooked),G-DRAGON,COUP D'ETAT,spotify:track:2r2gvUBwEOiE2IRs24oK9G,,,,fwdbtn,fwdbtn,False,,False,1524004684985,False
33,2018-04-17T22:38:11Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3390,US,75.84.183.73,unknown,THE BENEFITS OF HEARTBREAK,Epik High,WE'VE DONE SOMETHING WONDERFUL,spotify:track:00JtB9hdWM8PO2gSBP9nd3,,,,fwdbtn,fwdbtn,False,,False,1524004687611,False
34,2018-04-17T22:38:13Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1741,US,75.84.183.73,unknown,That XX,G-DRAGON,One of a Kind,spotify:track:2QYFbs7kZMe0L4d7soRp06,,,,fwdbtn,fwdbtn,False,,False,1524004691116,False
35,2018-04-17T22:38:14Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",812,US,75.84.183.73,unknown,Rose,LeeHi,First Love,spotify:track:1zl7VGjTBriRXgdHEb6z1e,,,,fwdbtn,fwdbtn,False,,False,1524004693024,False
36,2018-04-17T22:42:00Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",226160,US,75.84.183.73,unknown,Awake,BTS,Wings,spotify:track:0UDCfleTgwihlnOUxbzokR,,,,fwdbtn,trackdone,False,,False,1524004694166,False
37,2018-04-17T22:45:55Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",233880,US,75.84.183.73,unknown,Not Today - Japanese ver.,BTS,FACE YOURSELF,spotify:track:6aJj9OlLiZVagW8fd8ZtK3,,,,trackdone,trackdone,False,,False,1524004919884,False
38,2018-04-17T22:46:53Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",57669,US,75.84.183.73,unknown,Star,HEIZE,Star,spotify:track:41lw42I7uyqwPEQOPZwcOG,,,,trackdone,fwdbtn,False,,False,1524005154216,False
39,2018-04-17T22:46:57Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3390,US,75.84.183.73,unknown,Knock Out (뻑이가요),GD&TOP,GD & TOP,spotify:track:5xJvjqFEGq7f0Pse4TS7Q7,,,,fwdbtn,fwdbtn,False,,False,1524005213267,False
40,2018-04-17T22:46:58Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1160,US,75.84.183.73,unknown,Hyung,Dumbfoundead,Hyung,spotify:track:5kJkL8TEs1hcQJfKjnFuOf,,,,fwdbtn,fwdbtn,False,,False,1524005216703,False
41,2018-04-17T22:47:00Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1532,US,75.84.183.73,unknown,열기구 Balloon,MoonMoon,물감 Paint,spotify:track:4hPYQbgV3dlQhBCdIOzuUg,,,,fwdbtn,fwdbtn,False,,False,1524005218017,False
42,2018-04-17T22:50:10Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",189378,US,75.84.183.73,unknown,Teenager,GOT7,7 for 7,spotify:track:6D7PMEnCmHMC5WJb2HOGc3,,,,fwdbtn,trackdone,False,,False,1524005219945,False
43,2018-04-17T22:50:20Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",9627,US,75.84.183.73,unknown,2! 3!,BTS,You Never Walk Alone,spotify:track:5fYm8baZVZwc1p4xUyjRub,,,,trackdone,fwdbtn,False,,False,1524005409141,False
44,2018-04-17T22:50:22Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",2321,US,75.84.183.73,unknown,Sympathy (Orchestra Ver.),Jung Joon Young,The First Person,spotify:track:7dbg2fNwhDT9VwtlQohJSu,,,,fwdbtn,endplay,False,,False,1524005419886,False
45,2018-04-17T22:51:22Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3711,US,75.84.183.73,unknown,2! 3!,BTS,You Never Walk Alone,spotify:track:5fYm8baZVZwc1p4xUyjRub,,,,trackdone,fwdbtn,False,,False,1524005476832,False
46,2018-04-17T22:51:23Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",928,US,75.84.183.73,unknown,Sympathy (Orchestra Ver.),Jung Joon Young,The First Person,spotify:track:7dbg2fNwhDT9VwtlQohJSu,,,,fwdbtn,fwdbtn,False,,False,1524005481932,False
47,2018-04-17T22:51:24Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",696,US,75.84.183.73,unknown,Error,VIXX,Error,spotify:track:2SQrg7WIPRKMKrlILjGdQH,,,,fwdbtn,fwdbtn,False,,False,1524005483090,False
48,2018-04-17T22:51:25Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",371,US,75.84.183.73,unknown,all of my life,PARK WON,0M,spotify:track:3XEjswcSomkIsgbuNunFmQ,,,,fwdbtn,fwdbtn,False,,False,1524005484353,False
49,2018-04-17T22:51:27Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",301,US,75.84.183.73,unknown,Young,Zion.T,Young - Single,spotify:track:7MpdeQ4QHSrhl2IXBRRZBi,,,,fwdbtn,fwdbtn,False,,False,1524005485336,False
50,2018-04-17T22:51:28Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",719,US,75.84.183.73,unknown,Lonely,JONGHYUN,"JONGHYUN The Collection ""Story Op.2""",spotify:track:5efB9wfc6dn3pzll9ElIrH,,,,fwdbtn,fwdbtn,False,,False,1524005486413,False
51,2018-04-17T22:51:31Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1764,US,75.84.183.73,unknown,A,GOT7,GOT♡,spotify:track:0r3LYm9Wtj94WyOO3AchZ9,,,,fwdbtn,fwdbtn,False,,False,1524005488146,False
52,2018-04-17T22:51:33Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1416,US,75.84.183.73,unknown,Boy in Luv,BTS,Skool Luv Affair (Special Edition),spotify:track:0i0hqOQdyFFd4cR5s32w8x,,,,fwdbtn,fwdbtn,False,,False,1524005491078,False
53,2018-04-17T22:51:34Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",278,US,75.84.183.73,unknown,instagram,DEAN,instagram,spotify:track:6z1kLsntE7FuzKZHZWrXYN,,,,fwdbtn,fwdbtn,False,,False,1524005492611,False
54,2018-04-17T22:55:15Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",220238,US,75.84.183.73,unknown,BANG BANG BANG,BIGBANG,MADE,spotify:track:0QIRm9sUkGnezGznkWCqCo,,,,fwdbtn,trackdone,False,,False,1524005494061,False
55,2018-04-17T22:58:51Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",216063,US,75.84.183.73,unknown,Stigma,BTS,Wings,spotify:track:626lrZfNIlthgrUfjvRYrh,,,,trackdone,trackdone,False,,False,1524005714406,False
56,2018-04-17T23:08:22Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",15185,US,75.84.183.73,unknown,Just One Day,BTS,Skool Luv Affair,spotify:track:4ZSLc2F15wKVPjyLt169tt,,,,trackdone,fwdbtn,False,,False,1524005930924,False
57,2018-04-17T23:08:25Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3204,US,75.84.183.73,unknown,니가 뭔데 Who You?,G-DRAGON,COUP D'ETAT,spotify:track:4OvliaZljJqFsLKBNh2FUJ,,,,fwdbtn,fwdbtn,False,,False,1524006501985,False
58,2018-04-17T23:08:34Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",8312,US,75.84.183.73,unknown,하지하지마 Stop stop it,GOT7,Identify,spotify:track:7dgdLpjJZZmhmGrSo1eFCh,,,,fwdbtn,fwdbtn,False,,False,1524006505266,False
59,2018-04-17T23:08:35Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1137,US,75.84.183.73,unknown,"무제(無題) (Untitled, 2014)",G-DRAGON,KWON JI YONG,spotify:track:35dEFabeYvGLrOMc9c1tES,,,,fwdbtn,fwdbtn,False,,False,1524006513792,False
60,2018-04-17T23:11:49Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",194535,US,75.84.183.73,unknown,Look,GOT7,Eyes On You,spotify:track:5JwuXvMV8f7ftQczIPCzmm,,,,fwdbtn,trackdone,False,,False,1524006514953,False
61,2018-04-17T23:12:17Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",26343,US,75.84.183.73,unknown,FLOWER ROAD,BIGBANG,FLOWER ROAD,spotify:track:37DVuXUPIFPsYBmr6hBoxA,,,,trackdone,fwdbtn,False,,False,1524006708703,False
62,2018-04-17T23:12:21Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",4226,US,75.84.183.73,unknown,"내일, 오늘 Tomorrow, Today",JJ Project,Verse 2,spotify:track:4j50FLtXl7SjtdQoLAJLoE,,,,fwdbtn,fwdbtn,False,,False,1524006736578,False
63,2018-04-17T23:12:23Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1277,US,75.84.183.73,unknown,그리워요 Girlfriend,HENRY,그리워요 Girlfriend,spotify:track:7CftkRcIuc5bjTd6IG8oU6,,,,fwdbtn,fwdbtn,False,,False,1524006740852,False
64,2018-04-17T23:16:04Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",222398,US,75.84.183.73,unknown,딱 좋아(Just right),GOT7,Just right,spotify:track:2zSwsJyjrP0G8wUm0eiSuw,,,,fwdbtn,trackdone,False,,False,1524006742401,False
65,2018-04-17T23:16:48Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",11354,US,75.84.183.73,unknown,WAKE ME UP,TAEYANG,WHITE NIGHT,spotify:track:0vBUsN3rew8OjgowVwykOn,,,,trackdone,fwdbtn,False,,False,1524006995023,False
66,2018-04-17T23:17:05Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",16695,US,75.84.183.73,unknown,Special,LeeHi,First Love,spotify:track:4mvYxbLsjxt4sMYBgB1XT8,,,,fwdbtn,fwdbtn,False,,False,1524007007981,False
67,2018-04-17T23:17:07Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",2229,US,75.84.183.73,unknown,바보같은 여자라,Kan Mi Youn,Watch,spotify:track:0y1Tuq1o6yT68AwWC0Pkx8,,,,fwdbtn,fwdbtn,False,,False,1524007024714,False
68,2018-04-17T23:17:09Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1834,US,75.84.183.73,unknown,LIFE,AAA,AAA DOME TOUR 2017 -WAY OF GLORY- SET LIST,spotify:track:6IxWbmElUUj7AstEEzIgtl,,,,fwdbtn,fwdbtn,False,,False,1524007026986,False
69,2018-04-17T23:17:30Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",6385,US,75.84.183.73,unknown,Sunset Glow,BIGBANG,Remember,spotify:track:3OIzR9emRQyZntD8QpGAe6,,,,fwdbtn,endplay,False,,False,1524007028980,False
70,2018-04-17T23:17:34Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",3738,US,75.84.183.73,unknown,딱 좋아(Just right),GOT7,Just right,spotify:track:2zSwsJyjrP0G8wUm0eiSuw,,,,clickrow,fwdbtn,True,,False,1524007049754,False
71,2018-04-17T23:17:43Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",9171,US,75.84.183.73,unknown,BANG BANG BANG,BIGBANG,MADE,spotify:track:0QIRm9sUkGnezGznkWCqCo,,,,fwdbtn,fwdbtn,True,,False,1524007053828,False
72,2018-04-17T23:20:45Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",182079,US,75.84.183.73,unknown,개소리 (BULLSHIT),G-DRAGON,KWON JI YONG,spotify:track:4p7mS0e5GMsBIg1g61ikpw,,,,fwdbtn,trackdone,True,,False,1524007063246,False
73,2018-04-17T23:21:16Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",29906,US,75.84.183.73,unknown,FXXK IT,BIGBANG,MADE,spotify:track:7uzib3dSSwgUwcD3z0k3bR,,,,trackdone,fwdbtn,True,,False,1524007244451,False
74,2018-04-17T23:24:30Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",194535,US,75.84.183.73,unknown,Look,GOT7,Eyes On You,spotify:track:5JwuXvMV8f7ftQczIPCzmm,,,,fwdbtn,trackdone,True,,False,1524007275666,False
75,2018-04-17T23:28:35Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",245192,US,75.84.183.73,unknown,GOOD BOY,GD X TAEYANG,GOOD BOY,spotify:track:5rPZMrKqHHVVCYOom7OkFO,,,,trackdone,trackdone,True,,False,1524007469254,False
76,2018-04-17T23:32:27Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",231859,US,75.84.183.73,unknown,Not Today,BTS,You Never Walk Alone,spotify:track:4hrpoqJMVE7FxBu1YWx0eQ,,,,trackdone,trackdone,True,,False,1524007714803,False
77,2018-04-17T23:36:12Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",193578,US,75.84.183.73,unknown,하드캐리 Hard Carry,GOT7,FLIGHT LOG : TURBULENCE,spotify:track:7Cd4glTUgV0vr0DBncEg8S,,,,trackdone,trackdone,True,,False,1524007977711,False
78,2018-04-18T00:18:15Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",190422,US,75.84.183.73,unknown,Ko Ko Bop,EXO,THE WAR - The 4th Album,spotify:track:5EzitieoPnjyKHAq0gfRMa,,,,trackdone,trackdone,True,,False,1524008171624,False
79,2018-04-18T00:18:24Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",8204,US,75.84.183.73,unknown,삐딱하게 (Crooked),G-DRAGON,COUP D'ETAT,spotify:track:2r2gvUBwEOiE2IRs24oK9G,,,,trackdone,fwdbtn,True,,False,1524010694841,False
80,2018-04-18T00:18:39Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",14512,US,75.84.183.73,unknown,Turn It Up,T.O.P.,Turn It Up,spotify:track:212R25zYwe4vdyjpsDJYcK,,,,fwdbtn,fwdbtn,True,,False,1524010704286,False
81,2018-04-18T00:18:41Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",2368,US,75.84.183.73,unknown,Overdose,EXO-K,Overdose - The 2nd Mini Album,spotify:track:5NSPsOGVNWYOMeeyZPF7HY,,,,fwdbtn,fwdbtn,True,,False,1524010718837,False
82,2018-04-18T00:19:25Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",43653,US,75.84.183.73,unknown,Cherry Bomb,NCT 127,NCT #127 CHERRY BOMB– The 3rd Mini Album,spotify:track:3o8QzWsiiqTUVgBZfHgF58,,,,fwdbtn,endplay,True,,False,1524010721242,False
83,2018-04-18T00:19:30Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",325,US,75.84.183.73,unknown,BANG BANG BANG,BIGBANG,MADE,spotify:track:0QIRm9sUkGnezGznkWCqCo,,,,fwdbtn,fwdbtn,False,,False,1524010769602,False
84,2018-04-18T00:19:30Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",4435,US,75.84.183.73,unknown,DNA,BTS,Love Yourself 承 'Her',spotify:track:5SE57ljOIUJ1ybL9U6CuBH,,,,clickrow,fwdbtn,False,,False,1524010764995,False
85,2018-04-18T00:19:31Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",325,US,75.84.183.73,unknown,Ko Ko Bop,EXO,THE WAR - The 4th Album,spotify:track:5EzitieoPnjyKHAq0gfRMa,,,,fwdbtn,fwdbtn,False,,False,1524010770169,False
86,2018-04-18T00:23:08Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",217051,US,75.84.183.73,unknown,Blood Sweat & Tears,BTS,Wings,spotify:track:5RGf8qn1TBWVplLyyKUsuV,,,,fwdbtn,trackdone,False,,False,1524010770918,False
87,2018-04-18T00:23:30Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",20986,US,75.84.183.73,unknown,BOOMBAYAH,BLACKPINK,SQUARE ONE,spotify:track:3yHQKddM8SVCRnuPSo3HPN,,,,trackdone,fwdbtn,False,,False,1524010987553,False
88,2018-04-18T00:23:50Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",20271,US,75.84.183.73,unknown,FXXK IT,BIGBANG,MADE,spotify:track:7uzib3dSSwgUwcD3z0k3bR,,,,fwdbtn,fwdbtn,False,,False,1524011009976,False
89,2018-04-18T00:23:53Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",2879,US,75.84.183.73,unknown,Monster,EXO,EX'ACT,spotify:track:7GbUWl6qLW1gdngbEV2WDJ,,,,fwdbtn,fwdbtn,False,,False,1524011030303,False
90,2018-04-18T00:23:55Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1671,US,75.84.183.73,unknown,Spring Day,BTS,You Never Walk Alone,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,,,,fwdbtn,fwdbtn,False,,False,1524011033201,False
91,2018-04-18T00:23:57Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1091,US,75.84.183.73,unknown,PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,spotify:track:7e7VjLxO5xJINHvnRytrqi,,,,fwdbtn,fwdbtn,False,,False,1524011035065,False
92,2018-04-18T00:27:19Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",203056,US,75.84.183.73,unknown,REALLY REALLY,WINNER,FATE NUMBER FOR,spotify:track:02UNF1uo5f0UNgc1qx5XGt,,,,fwdbtn,trackdone,False,,False,1524011036495,False
93,2018-04-18T00:28:05Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",12956,US,75.84.183.73,unknown,Not Today,BTS,You Never Walk Alone,spotify:track:4hrpoqJMVE7FxBu1YWx0eQ,,,,trackdone,fwdbtn,False,,False,1524011269910,False
94,2018-04-18T00:28:07Z,a.r.m.y.skylar,"iOS 11.2 (iPhone6,2)",1834,US,75.84.183.73,unknown,WHISTLE,BLACKPINK,SQUARE ONE,spotify:track:7HWmJ1wBecOAMNGjC6SmKE,,,,fwdbtn,fwdbtn,False,,False,1524011284502,False
